POS	CRC01-P24NNS14	CRC01-P24NNS4	CRC01-P24NNS8	CRC01-P24NS13	CRC01-P24NS14	CRC01-P24NS16	CRC01-P24NS17	CRC01-P24NS18	CRC01-P24NS19	CRC01-P24NS1	CRC01-P24NS3	CRC01-P24NS5	CRC01-P39TNS3	CRC01-P39TS11	CRC01-P39TS13	CRC01-P39TS15	CRC01-P39TS4	CRC01-P39TS8	CRC01-P39TS9	CRC01.P42.TS.17	CRC01.P42.TS.2	CRC01.P42.TS.3	CRC01-P59NNS11	CRC01-P59NNS15	CRC01-P59NNS16	CRC01-P59NNS18	CRC01-P59NNS1	CRC01-P59NNS5	CRC01-P59NNS9	CRC01-P59NS10	CRC01-P59NS11	CRC01-P59NS18	CRC01-P59NS7	CRC01-P87NNS15	CRC01-P87NNS17	CRC01-P87NNS5	CRC01-P87NNS9	CRC01-P87NS10	CRC01-P87NS12	CRC01-P87NS15	CRC01-P87NS9	CRC01-P92NNS18	CRC1_P24_Lgr5_14	CRC1_P24_Lgr5_19	CRC1_P87_Lgr5_12	CRC1_P87_Lgr5_20
135	3	22	16	31	8	11	9	16	8	27	9	16	339	1230	1091	841	567	581	1249	201	145	197	41	29	5	11	21	22	24	24	28	415	173	187	13	111	6	13	8	36	129	212	17	50	209	68
136	4	22	16	31	8	10	9	16	8	27	9	16	336	1189	1090	801	547	560	1216	204	146	197	41	28	5	11	21	23	24	23	28	417	168	180	13	108	5	13	7	34	124	213	16	49	211	67
137	3	22	16	31	8	11	8	16	8	27	9	16	334	1222	1078	827	562	576	1228	202	145	196	42	29	5	11	21	23	24	23	28	414	174	185	13	110	6	13	8	35	129	214	17	49	208	67
138	4	22	15	26	8	11	9	16	7	26	9	16	319	1165	1018	787	541	556	1174	196	133	181	40	26	5	11	20	22	23	22	29	384	170	175	13	105	6	13	8	32	128	205	16	47	210	66
139	4	22	16	31	8	11	8	16	8	27	9	16	339	1217	1080	835	562	578	1241	204	147	198	42	29	5	11	21	23	23	23	28	416	176	185	13	111	6	13	8	35	132	212	17	50	209	66
140	4	21	16	31	8	11	8	16	8	26	9	16	339	1197	1077	815	559	575	1225	199	147	198	41	28	5	11	22	23	23	24	28	412	176	181	13	110	6	13	8	36	131	215	17	50	209	67
141	4	21	15	31	8	11	9	16	8	27	9	16	336	1200	1072	798	550	574	1238	201	145	189	41	29	5	11	22	23	23	22	27	412	174	184	13	108	6	13	8	35	129	215	17	50	209	66
142	3	21	15	31	8	11	9	16	8	27	9	16	331	1208	1068	821	549	568	1246	204	144	194	41	29	5	11	24	23	24	23	29	407	178	183	13	110	6	13	8	35	133	208	18	50	208	68
143	4	21	15	30	8	11	9	16	8	27	9	16	330	1205	1061	822	552	568	1235	196	143	198	39	29	5	11	24	23	23	22	29	407	173	183	13	109	6	13	8	35	132	208	18	50	204	66
144	4	15	16	30	8	11	9	11	7	25	9	16	295	875	950	548	526	393	1199	192	125	197	29	28	4	7	16	17	19	19	25	366	155	135	10	91	3	10	5	32	98	188	17	46	198	63
145	4	21	16	30	8	11	9	15	8	27	9	16	324	1200	1042	786	544	562	1214	199	147	196	40	28	5	11	24	23	22	22	29	409	172	182	13	108	6	13	8	36	128	210	17	49	203	67
146	3	20	16	29	8	11	9	16	8	26	9	16	325	1198	1053	814	541	565	1222	201	146	202	40	29	5	11	24	22	24	24	29	406	177	178	13	110	6	13	8	36	129	208	18	49	203	66
147	4	21	16	30	8	11	9	16	8	26	9	16	325	1201	1057	801	542	561	1213	206	148	200	40	29	5	11	24	23	24	24	29	407	175	179	13	108	6	12	8	34	133	209	18	49	204	67
148	4	21	16	30	8	11	9	16	8	26	9	16	317	1183	1046	796	534	552	1206	202	146	195	40	29	5	11	24	22	24	24	29	399	175	178	13	109	6	13	8	35	130	203	18	48	198	67
149	4	21	16	29	7	11	9	15	7	25	9	14	307	1135	1003	776	525	531	1177	188	132	176	37	27	4	11	23	21	24	22	23	340	163	167	13	108	6	13	8	35	123	184	17	44	177	59
150	0	0	0	0	0	0	1	0	0	0	0	0	5	8	8	4	10	7	18	3	1	1	0	0	0	0	0	0	0	0	0	6	0	3	0	1	0	0	0	0	2	2	0	0	2	0
151	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	4	4	2	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0
152	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	0	2	4	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
153	3	18	16	29	7	11	7	15	8	24	8	14	302	1137	983	760	512	527	1155	185	136	180	39	28	4	11	24	20	23	22	25	335	151	161	13	107	6	13	8	36	129	185	17	45	168	56
154	3	21	15	29	8	11	8	15	8	24	9	13	296	1118	974	757	510	524	1157	181	137	180	38	25	4	10	24	20	23	22	26	336	155	164	14	102	6	13	8	34	124	186	17	45	167	56
155	4	21	16	27	8	10	8	15	8	24	9	14	300	1151	992	761	514	528	1184	185	132	181	36	28	4	11	25	20	23	21	25	342	153	161	14	106	6	13	8	34	128	190	17	43	169	57
156	4	20	16	29	8	11	8	15	8	23	9	15	305	1151	995	770	520	530	1186	186	141	180	39	27	4	11	22	20	24	22	26	342	152	161	14	107	6	13	8	35	129	188	17	44	168	56
157	3	21	16	29	8	10	8	15	8	24	9	14	306	1145	993	765	517	518	1177	189	145	183	37	27	4	11	25	20	23	23	25	345	153	159	13	103	6	13	8	34	128	190	17	45	168	56
158	3	21	16	28	8	11	8	15	8	24	9	15	298	1153	987	770	511	529	1170	188	141	183	38	28	4	11	24	20	23	23	26	346	152	165	14	108	6	13	8	36	129	187	17	44	166	57
159	4	21	14	29	8	11	8	15	8	24	9	15	297	1154	985	772	516	525	1167	186	142	182	38	28	4	11	24	19	23	22	24	332	153	164	14	108	6	13	8	35	127	187	17	43	167	57
160	3	21	12	27	8	8	5	11	8	24	9	15	304	1154	994	763	516	521	1154	186	138	184	38	27	4	11	25	19	23	20	26	340	142	165	14	106	6	13	4	35	128	187	16	44	164	56
161	3	20	16	29	8	11	8	15	8	24	8	15	302	1157	986	756	517	521	1172	187	139	186	39	28	4	11	24	19	21	23	26	344	152	163	14	102	6	13	8	35	129	192	16	43	164	57
162	4	21	16	29	8	11	8	14	8	24	9	15	303	1143	981	753	511	522	1135	189	140	186	39	27	4	11	25	20	22	23	26	342	150	132	12	104	6	13	8	36	129	185	16	45	163	57
163	4	21	15	28	8	11	8	14	8	23	9	14	302	1129	980	718	504	514	1131	190	136	182	36	28	4	11	25	20	22	22	26	339	152	167	14	104	5	13	8	34	128	182	16	45	163	58
164	4	21	16	28	8	11	8	14	8	24	9	15	302	1152	991	752	505	512	1153	189	140	184	39	28	4	11	25	20	23	23	26	342	151	161	14	102	4	12	7	22	128	185	16	45	159	57
165	4	21	16	29	8	11	8	14	8	24	9	15	297	1146	982	755	508	519	1146	190	135	183	37	28	4	11	25	20	23	23	26	336	154	164	14	102	6	13	8	35	128	182	16	42	158	57
166	4	21	16	28	8	10	8	13	8	24	9	14	301	1152	974	764	507	522	1151	191	141	187	39	28	4	11	25	20	23	23	25	345	149	165	14	104	6	13	8	36	131	188	15	44	160	58
167	4	21	16	29	8	11	8	14	8	24	9	15	300	1151	978	761	511	513	1147	192	143	189	38	27	4	11	25	19	22	22	26	345	147	163	14	103	6	13	8	36	126	184	16	45	160	57
168	3	21	16	28	7	11	8	14	7	24	9	14	298	1136	967	757	500	511	1138	188	142	186	39	28	4	11	25	20	23	23	26	338	145	160	14	104	6	13	8	34	124	184	16	45	160	58
169	4	21	16	29	8	10	8	14	6	24	9	15	295	1128	955	745	501	505	1104	188	138	183	39	28	4	11	25	19	23	22	26	325	148	161	14	103	6	13	8	35	127	180	16	44	156	55
170	4	21	16	29	8	10	8	14	6	24	9	15	296	1128	966	751	506	514	1130	192	144	187	38	28	4	11	25	20	22	23	26	334	146	163	14	102	6	13	8	35	126	185	16	44	160	58
171	4	21	16	29	8	11	8	14	6	24	9	14	296	1130	963	741	502	511	1123	190	143	183	39	28	4	11	25	19	22	22	26	340	145	163	14	99	6	13	8	36	125	181	16	45	159	58
172	4	21	16	29	8	11	8	14	6	24	8	15	296	1140	962	743	503	510	1121	195	142	184	39	28	4	11	25	20	22	23	26	344	145	161	14	99	6	13	8	35	124	181	16	45	157	57
173	4	21	16	29	7	11	8	14	6	24	8	14	289	1122	948	735	496	501	1117	190	146	180	37	28	4	11	24	19	22	22	25	341	144	160	14	98	6	13	8	33	121	181	16	43	156	57
174	3	15	13	24	6	9	5	10	5	18	8	13	228	879	804	526	350	383	933	170	131	157	27	22	2	7	16	16	17	17	21	335	119	126	11	79	4	10	5	26	96	156	11	36	141	47
175	3	13	12	24	5	8	4	9	4	17	7	13	227	857	798	503	331	371	916	163	133	152	27	21	2	6	15	15	16	16	20	335	114	121	10	74	3	9	4	23	92	154	10	35	141	45
176	3	12	12	24	5	8	4	9	4	17	7	13	225	842	795	489	323	365	905	162	134	152	27	20	2	6	15	15	15	16	19	325	113	115	10	72	3	9	4	23	89	153	9	35	137	44
177	3	12	12	23	5	8	4	9	4	17	7	13	221	833	788	485	317	359	903	162	131	152	27	20	2	6	15	15	15	15	18	330	112	115	10	71	3	9	4	23	88	152	9	34	139	43
178	3	12	12	24	5	8	4	9	4	17	6	13	222	831	786	483	315	359	902	160	134	148	27	19	2	6	15	15	14	15	18	328	112	117	10	71	3	9	4	22	89	152	10	35	137	41
179	2	12	12	24	5	8	4	9	4	17	7	14	216	825	783	478	313	355	874	154	132	148	27	16	2	6	14	15	14	16	17	332	109	114	10	68	3	9	4	20	86	151	10	34	139	41
180	3	12	12	23	5	8	4	9	4	17	7	14	211	825	764	475	312	350	854	156	134	151	27	19	2	6	14	15	14	17	17	333	109	111	10	70	3	8	4	22	90	151	10	32	135	40
181	3	13	12	23	5	8	4	9	4	17	7	14	210	818	764	469	314	347	848	154	133	152	25	19	2	6	14	15	14	16	18	332	109	112	10	70	3	8	4	20	90	147	10	33	134	38
182	3	13	12	23	5	8	4	9	4	17	7	14	212	813	766	469	313	349	847	159	133	153	27	19	2	6	14	15	14	17	18	331	107	111	10	70	3	8	4	21	90	147	10	33	134	38
183	3	13	12	23	5	8	4	9	4	17	7	14	209	812	753	469	314	349	851	155	136	155	26	19	2	6	14	15	14	17	18	325	109	111	10	71	3	8	4	21	90	150	10	32	132	39
184	3	13	12	23	5	8	4	9	4	17	7	14	210	806	756	463	309	349	845	158	135	157	26	19	2	6	14	15	13	17	18	330	105	112	9	71	3	8	4	21	89	150	10	32	130	38
185	3	13	11	23	5	8	4	9	4	16	7	14	210	785	730	456	306	340	841	155	137	152	27	19	2	6	14	16	14	18	18	323	108	107	9	71	3	8	4	20	90	136	10	32	132	38
186	3	13	11	24	5	9	5	9	4	18	7	15	215	845	752	446	304	345	848	175	153	166	27	19	4	5	15	16	14	24	21	325	114	112	9	64	3	8	4	22	87	162	11	33	136	42
187	3	13	11	22	5	9	5	9	4	18	7	15	212	862	748	461	302	356	843	177	150	173	27	19	4	4	15	17	14	25	21	331	113	109	9	70	3	8	4	21	89	163	11	32	137	41
188	3	13	11	24	5	9	5	9	4	18	7	15	214	868	749	464	304	359	854	178	152	178	27	19	4	4	15	17	14	24	21	342	115	112	9	71	3	8	4	21	88	167	11	32	135	40
189	3	13	11	24	5	9	5	9	4	18	7	14	210	860	745	458	305	356	849	176	152	177	26	19	4	4	15	17	13	23	21	340	113	111	9	70	3	8	4	21	87	166	11	32	134	40
190	3	13	10	23	5	8	5	9	4	18	7	14	210	853	745	456	299	355	845	176	152	178	27	19	4	4	15	17	14	25	21	333	112	112	9	69	3	8	4	21	88	162	11	32	135	38
191	2	13	10	24	5	9	5	9	4	18	7	15	209	860	746	456	297	349	844	175	148	178	27	19	4	4	15	17	14	24	20	339	111	111	9	68	3	8	4	21	89	166	10	32	136	40
192	2	11	9	24	5	9	5	9	4	18	7	15	207	850	741	451	290	345	831	173	152	178	27	19	4	4	15	16	14	25	20	336	108	111	9	69	3	8	4	21	86	164	11	32	136	40
193	3	13	9	24	5	8	5	9	4	18	7	15	209	852	744	447	293	346	825	172	147	181	26	19	4	4	15	17	12	24	20	341	112	109	9	68	3	8	4	21	86	164	11	32	134	39
194	3	13	9	24	5	9	5	9	4	18	7	15	205	844	739	449	293	344	824	173	150	184	26	19	4	4	15	16	13	25	20	342	111	108	9	66	3	7	4	20	86	161	11	31	135	39
195	2	13	9	24	5	9	5	9	4	18	7	15	205	842	730	441	287	338	826	173	151	181	26	19	4	4	15	17	13	25	20	339	112	109	9	66	3	7	4	20	84	160	11	31	134	39
196	3	12	9	24	5	9	5	9	4	18	7	15	206	836	730	442	288	336	786	171	153	184	25	19	4	4	14	17	13	25	20	339	111	109	9	66	3	7	4	20	83	164	11	30	130	39
197	2	13	9	24	5	9	5	9	4	18	7	15	201	837	727	436	287	338	775	175	154	184	26	19	4	4	15	17	13	25	18	333	108	108	9	65	3	7	4	20	83	163	11	29	132	39
198	3	13	9	24	5	9	5	9	4	17	7	15	205	828	730	434	282	335	785	176	153	188	26	18	4	4	15	17	12	25	20	338	110	108	9	66	3	7	4	20	83	163	11	29	128	39
199	3	13	8	23	5	9	4	9	4	17	7	15	200	831	725	433	283	330	779	178	152	189	25	19	4	4	15	17	13	19	20	335	99	109	9	66	3	6	4	20	81	162	10	29	129	39
200	3	13	9	24	5	9	5	9	4	17	7	15	202	823	706	417	278	327	763	171	151	182	24	19	4	4	15	17	13	24	20	331	105	106	9	60	3	6	4	20	81	159	11	29	127	37
201	3	13	9	24	5	7	5	9	4	17	7	15	195	800	694	406	265	324	744	168	148	183	24	18	4	4	15	17	12	24	20	310	100	103	9	58	3	6	4	20	81	157	11	28	124	37
202	3	13	9	24	5	9	5	9	4	17	7	15	193	779	706	416	274	324	750	176	148	188	23	19	4	4	15	17	12	24	20	325	106	105	9	58	3	6	4	20	83	161	11	29	130	37
203	2	13	8	24	5	9	5	9	4	17	6	14	194	812	710	411	268	324	760	171	150	187	23	19	4	4	15	17	11	23	20	330	101	104	9	58	3	6	4	20	82	159	11	29	131	37
204	3	13	9	23	5	9	5	9	4	17	7	15	196	813	713	416	269	322	771	172	150	187	23	19	4	4	15	17	12	24	19	336	102	105	9	55	3	6	4	20	80	161	11	29	128	37
205	3	13	9	24	5	8	5	9	4	17	7	15	195	801	709	414	269	324	771	175	153	188	22	18	4	4	15	16	12	24	20	340	103	107	9	58	3	6	4	20	83	164	10	29	130	36
206	3	13	9	24	5	9	5	9	4	17	7	15	194	811	715	411	268	324	761	173	154	187	23	18	4	4	15	16	12	24	20	342	101	112	9	58	3	6	4	20	82	167	11	29	130	36
207	2	14	9	24	7	9	5	9	4	17	7	14	201	843	735	411	266	337	792	182	162	192	24	21	4	5	15	17	12	24	21	457	106	120	9	62	3	6	4	20	85	208	12	30	137	41
208	0	4	2	7	3	4	1	3	0	7	1	7	63	392	259	122	72	147	362	141	110	158	10	9	3	2	10	10	3	19	10	267	64	61	2	25	1	1	2	12	38	170	7	15	77	26
209	0	3	2	6	3	4	1	3	0	6	1	7	62	386	257	117	67	144	355	137	109	160	10	9	3	2	10	10	3	19	10	269	61	59	2	24	1	1	2	11	35	170	6	15	76	26
210	0	3	1	5	3	3	1	2	0	5	1	6	49	336	221	71	35	111	318	135	108	153	8	6	2	1	9	9	2	18	9	264	54	48	0	13	0	0	1	9	20	161	5	15	72	25
211	0	2	1	5	3	3	1	2	0	5	1	5	44	297	213	50	25	101	282	136	108	155	5	8	2	1	8	9	1	19	9	263	50	48	0	12	0	0	1	8	11	163	5	15	69	25
212	0	1	0	4	2	2	1	1	0	2	1	3	40	280	166	38	17	96	259	134	103	158	4	7	2	1	5	8	0	17	8	260	47	41	0	10	0	0	0	4	7	140	4	14	66	24
213	0	1	0	4	2	2	1	1	0	2	1	3	40	278	163	35	16	92	257	135	103	158	4	7	2	1	5	8	0	18	8	265	48	41	0	10	0	0	0	4	7	140	4	13	65	24
214	0	1	0	4	2	2	1	1	0	2	1	3	39	279	165	34	15	91	254	133	103	155	4	7	2	1	5	8	0	17	7	260	49	37	0	10	0	0	0	4	7	137	4	13	65	24
215	0	0	0	1	0	2	0	1	0	2	1	2	32	198	161	22	10	56	163	131	104	159	3	3	0	0	4	5	0	12	5	188	34	17	0	8	0	0	0	2	3	97	2	11	66	24
216	0	1	1	3	2	1	2	1	0	1	0	3	40	293	163	59	26	102	256	146	105	167	4	4	2	1	5	7	1	14	7	252	49	35	0	12	0	0	0	4	8	135	4	13	61	25
217	0	2	1	3	2	1	3	1	0	1	0	4	43	326	178	69	34	118	276	146	109	168	6	5	2	1	5	9	1	17	7	254	53	40	0	13	0	0	0	4	6	137	4	14	61	26
218	0	4	1	3	2	0	3	1	0	1	0	4	49	370	194	108	84	142	312	152	109	167	6	4	4	1	4	9	1	18	7	252	59	40	2	21	0	0	0	6	13	141	4	14	62	28
219	0	4	1	3	2	1	3	1	0	1	1	4	49	370	199	115	88	145	311	150	106	166	6	5	4	1	5	9	1	19	6	248	61	42	2	19	0	0	0	6	14	136	4	14	62	27
220	0	7	3	4	2	4	9	6	0	3	3	8	79	528	306	249	189	236	429	192	147	214	9	8	6	3	9	15	4	24	9	267	87	57	4	27	2	2	2	11	21	183	6	19	73	36
221	0	6	3	6	2	5	9	6	0	3	3	7	77	532	313	253	200	237	417	195	150	217	9	8	6	3	9	15	4	23	9	267	86	57	4	28	1	2	1	8	22	182	6	18	73	36
222	0	6	3	4	2	5	9	7	0	3	3	8	78	539	314	260	200	238	432	193	148	213	9	7	6	3	9	15	4	23	9	264	84	58	4	26	2	2	2	10	19	180	5	17	73	36
223	0	7	3	6	1	5	9	7	0	3	3	8	82	544	315	265	206	244	435	193	151	220	9	8	6	3	9	15	4	25	9	268	85	58	4	28	2	2	2	12	23	185	6	17	74	36
224	0	7	3	5	2	5	9	7	0	3	3	8	83	553	315	268	206	243	439	196	150	220	9	8	6	3	9	15	4	25	9	267	85	60	4	28	2	2	2	12	23	185	8	17	74	36
225	0	7	3	5	2	5	9	7	0	3	3	8	81	548	314	272	206	246	436	197	153	218	8	8	6	3	10	15	4	25	9	263	87	57	4	28	2	2	2	12	24	185	8	17	73	36
226	0	7	3	6	2	5	9	7	0	3	3	8	83	554	310	274	208	251	444	195	154	225	8	7	6	3	10	15	4	25	9	267	88	59	4	28	2	2	2	12	24	187	8	17	71	36
227	0	7	3	6	2	5	9	7	0	3	3	8	84	554	314	274	208	252	446	193	154	224	8	8	6	3	10	15	4	25	9	263	86	57	4	28	2	2	2	12	24	186	8	17	71	36
228	0	7	3	6	2	5	9	7	0	3	3	8	82	554	310	270	204	257	435	192	154	225	8	7	6	3	11	15	4	24	9	261	87	57	4	28	2	2	2	12	23	187	8	17	70	36
229	0	7	3	5	2	5	9	7	0	3	3	8	82	551	313	271	210	256	441	192	155	228	8	7	6	3	11	15	4	25	9	263	88	58	4	26	2	2	2	11	23	187	8	17	71	35
230	0	7	3	6	2	5	9	7	0	3	3	8	83	558	314	276	214	258	446	196	156	228	8	8	6	3	11	15	4	25	9	264	87	60	4	27	2	2	2	12	24	185	8	17	71	36
231	0	7	3	6	2	5	9	7	0	3	3	8	84	560	317	275	214	257	446	194	155	230	8	8	6	3	11	14	4	25	9	259	88	58	4	27	2	2	2	12	23	185	8	17	69	34
232	0	6	3	6	2	5	9	7	0	3	3	8	84	554	311	279	212	257	440	187	150	232	8	8	6	3	11	15	4	25	9	266	86	58	4	27	2	2	2	11	23	184	8	16	67	34
233	0	6	3	6	2	5	9	7	0	3	3	8	85	560	313	283	220	255	448	193	154	236	8	8	6	3	11	15	4	24	9	262	90	59	4	26	2	2	2	12	23	187	8	17	69	35
234	0	7	3	6	2	4	8	7	0	3	3	8	85	557	310	282	228	259	444	190	156	232	8	7	6	3	11	15	4	24	9	258	89	58	5	27	2	2	2	10	24	184	8	17	70	35
235	0	7	3	5	2	5	9	6	0	3	3	8	85	552	313	284	225	252	441	193	155	233	8	8	6	3	11	15	4	25	9	257	88	56	5	26	2	2	2	12	26	182	8	17	68	34
236	0	7	2	6	2	5	9	7	0	3	3	8	84	562	310	287	226	255	448	194	155	240	8	8	6	3	11	15	4	23	9	261	89	58	5	26	2	2	2	12	26	182	8	17	68	35
237	0	7	3	5	2	5	9	7	0	3	3	8	86	564	310	291	227	256	446	193	153	239	8	8	6	3	11	14	4	26	9	257	88	57	5	26	2	2	2	11	26	182	8	17	70	35
238	0	6	3	6	2	5	9	7	0	3	3	8	84	557	309	289	229	250	443	194	155	236	8	8	6	3	11	15	4	25	9	256	88	53	5	25	2	2	2	12	26	181	8	16	68	34
239	0	7	3	6	2	5	9	7	0	3	3	8	85	559	310	292	228	258	438	192	156	241	8	7	6	3	11	15	4	25	9	255	88	58	5	26	2	2	2	12	26	185	10	16	69	35
240	0	7	3	6	2	5	9	7	0	3	3	8	86	568	317	292	229	255	438	197	160	242	8	7	6	3	11	15	4	25	9	255	88	59	5	27	2	2	2	12	26	182	10	17	67	32
241	0	6	3	6	2	5	9	7	0	3	3	7	84	562	316	295	228	258	437	197	160	251	7	7	6	3	11	15	4	26	9	259	88	57	5	26	2	2	2	13	25	185	10	17	69	33
242	0	6	3	6	2	5	9	7	0	3	3	7	85	569	321	297	235	260	438	200	162	251	8	8	6	3	11	15	4	25	9	253	92	57	5	27	2	2	2	13	26	185	10	17	67	34
243	0	7	3	6	2	5	9	7	0	3	3	8	90	568	319	292	233	259	432	199	162	251	8	8	6	3	11	15	4	25	9	247	90	59	5	27	2	2	2	13	25	181	10	17	67	34
244	0	6	3	6	2	4	9	7	0	3	3	7	88	559	315	296	228	256	421	195	164	248	8	7	6	3	11	15	4	25	8	237	91	57	5	27	2	2	2	13	25	180	9	16	65	32
245	0	7	3	5	2	5	9	7	0	3	3	8	90	561	319	302	238	261	432	199	169	254	8	7	6	3	11	15	4	26	9	252	91	59	5	25	2	2	2	12	26	184	10	17	67	34
246	0	7	3	6	2	5	9	7	0	3	3	8	91	571	319	304	234	264	437	201	167	254	8	7	6	3	11	15	4	24	9	249	90	58	5	27	2	2	2	12	26	184	10	17	65	34
247	0	6	3	5	2	5	9	7	0	3	3	8	90	564	317	299	238	260	432	204	168	257	8	8	6	3	11	15	4	23	9	254	90	58	5	27	2	2	2	12	26	178	10	17	66	34
248	0	7	3	6	2	5	9	7	0	3	3	8	89	573	315	304	236	261	435	203	169	252	8	8	6	3	11	14	4	25	8	245	90	61	5	26	2	2	2	11	26	181	10	17	66	33
249	0	7	3	6	2	5	9	7	0	3	3	8	87	566	319	300	238	255	430	198	175	249	8	8	6	3	11	14	4	22	8	245	89	60	5	27	2	2	2	12	24	175	10	17	64	32
250	0	6	3	5	2	5	9	7	0	3	3	8	89	431	315	303	238	189	435	200	174	248	8	8	6	3	10	15	4	23	9	245	89	58	5	26	2	2	2	11	26	174	9	17	65	31
251	0	6	3	6	2	5	9	7	0	3	3	8	89	580	322	304	238	262	443	205	179	253	7	9	6	3	11	15	4	25	9	252	90	60	5	26	2	2	2	12	26	179	9	17	66	32
252	0	7	3	6	2	5	9	7	0	3	3	8	91	577	322	308	237	262	445	204	176	251	7	9	6	3	11	15	4	24	9	252	88	60	5	27	2	2	2	12	26	182	9	17	66	32
253	0	7	3	6	2	5	9	7	0	3	3	8	89	583	319	306	240	263	443	206	182	251	7	9	6	3	11	15	4	25	9	255	90	61	5	27	2	2	2	12	26	179	9	17	64	31
254	0	7	3	6	2	5	9	7	0	3	3	8	90	585	320	309	242	264	446	204	186	263	7	9	6	3	11	15	4	25	9	253	90	61	5	26	2	2	2	12	26	183	9	16	65	32
255	0	7	3	6	2	5	9	7	0	3	3	8	88	577	320	298	237	264	442	202	185	263	7	9	6	3	11	15	4	25	9	253	89	61	5	27	2	2	2	8	26	178	9	16	66	32
256	0	7	3	6	2	5	9	7	0	3	3	8	90	580	325	305	243	263	442	203	186	263	7	9	6	3	11	15	4	25	9	249	89	60	5	27	2	2	2	12	26	181	9	16	66	31
257	0	7	3	6	2	5	9	7	0	3	3	7	90	586	325	311	245	261	436	202	183	268	7	8	6	3	11	15	4	23	9	247	92	63	5	27	2	2	2	11	25	180	9	16	66	32
258	0	7	3	6	2	5	9	7	0	3	3	7	88	586	327	307	244	262	441	205	190	263	7	9	6	3	11	15	4	23	9	249	92	62	5	26	2	2	2	11	26	185	9	15	67	31
259	0	5	3	6	2	5	9	6	0	3	3	7	90	570	324	305	246	255	436	201	195	264	7	9	6	3	11	15	4	24	9	245	88	60	5	27	2	2	2	11	26	186	9	15	67	32
260	0	4	3	5	2	4	6	7	0	3	3	6	60	380	228	211	174	265	443	168	196	264	5	5	3	3	11	12	3	26	7	185	84	34	5	27	2	2	2	11	26	184	8	16	66	32
261	0	7	3	6	2	5	9	7	0	3	3	7	88	574	322	303	246	263	445	199	196	267	7	8	6	3	11	15	4	25	9	245	93	63	5	26	2	2	2	11	25	187	9	16	64	31
262	0	6	3	6	2	5	9	7	0	3	3	7	87	576	324	299	246	262	444	200	196	268	7	9	6	3	11	15	4	24	9	228	90	64	5	27	2	2	2	11	26	178	9	16	63	31
263	0	6	3	6	2	4	8	7	0	3	3	7	80	382	315	205	237	263	436	197	194	262	7	9	5	3	10	13	3	24	9	243	88	61	4	27	1	2	2	11	25	181	9	16	64	32
264	0	7	3	6	2	5	9	7	0	3	3	7	89	580	328	305	242	266	438	201	200	273	9	9	6	3	11	15	4	26	9	238	92	62	5	27	2	2	2	11	26	184	9	16	64	32
265	1	7	3	6	2	5	9	7	0	3	3	7	91	584	327	318	246	268	446	202	201	278	9	9	6	3	11	15	4	26	9	240	93	64	5	27	2	2	2	9	25	184	9	16	63	32
266	1	7	3	6	2	5	9	7	0	3	3	7	88	579	322	315	244	264	439	198	199	276	9	8	6	2	11	15	4	24	8	229	93	59	5	27	2	2	2	10	25	183	9	16	64	31
267	1	7	3	6	1	5	9	7	0	3	3	7	91	587	330	317	244	268	446	211	204	281	9	9	6	3	11	15	4	26	9	244	92	64	5	27	2	2	2	11	25	183	9	16	66	31
268	1	7	3	6	2	5	9	7	0	3	3	6	88	585	324	316	243	269	444	212	204	279	9	9	6	3	11	15	4	24	9	243	92	61	5	27	2	2	2	10	26	182	9	16	67	31
269	1	7	3	6	2	5	9	7	0	2	3	7	86	586	326	318	243	272	447	211	203	280	9	9	6	3	11	15	4	24	8	242	91	63	5	25	2	2	2	11	26	184	9	16	67	31
270	1	7	3	6	2	5	9	7	0	3	3	7	87	591	326	323	244	272	445	211	202	281	9	9	6	3	11	15	4	25	8	236	91	62	5	26	2	2	2	11	26	179	9	16	67	31
271	1	6	3	6	2	5	9	7	0	3	3	7	89	592	328	320	244	273	445	215	201	280	9	9	6	3	11	15	4	25	8	240	94	63	5	27	2	2	2	11	25	185	9	16	67	30
272	1	7	3	6	2	4	9	7	0	3	3	7	88	579	330	323	244	271	440	211	195	276	9	9	6	3	11	15	4	22	8	228	96	62	5	25	2	2	2	11	26	179	9	16	64	31
273	1	6	3	6	2	5	9	7	0	3	3	7	87	585	331	318	237	273	449	219	197	278	9	9	6	3	12	15	4	24	8	239	96	62	5	26	2	2	2	11	25	186	9	16	67	32
274	1	7	2	6	2	5	9	6	0	3	3	7	83	574	320	312	242	266	448	203	183	270	8	9	6	3	12	14	4	24	8	231	92	60	5	25	2	2	2	10	24	180	8	16	65	32
275	1	7	3	5	2	5	8	7	0	4	3	7	87	576	332	318	244	270	437	219	190	277	9	9	6	3	12	15	4	24	8	233	97	64	5	26	2	2	2	12	25	183	9	16	67	32
276	1	6	3	5	2	5	10	8	0	5	3	8	88	580	342	322	241	277	439	217	191	285	10	9	6	3	12	17	5	26	8	229	103	64	5	25	2	2	2	14	25	193	9	18	70	31
